Year,Subregion,Species_CD,Abundance,Relative Abundance ,Effort
2009,4,15,0,NaN,0
2010,1,15,10.5,0.00019347,188
2010,2,15,5,0.0001755,68
2010,3,15,3,0.00020034,41
2010,4,15,10.5,6.25E-05,383
2011,1,15,29.5,0.00043276,191
2011,2,15,4.5,0.00013088,82
2011,3,15,1,5.85E-05,44
2011,4,15,0,NaN,0
2012,1,15,25.5,0.00035661,223
2012,2,15,17,0.00053241,81
2012,3,15,8.5,0.00066341,28
2012,4,15,16,5.69E-05,421
2014,1,15,0,0,25
2014,2,15,3.5,0.00017959,43
2014,3,15,1.5,0.00012785,34
2014,4,15,14,4.22E-05,409
1999,1,16,4,0.00040365,44
1999,2,16,4,0.00023485,70
1999,3,16,0,0,34
1999,4,16,0,0,208
2000,1,16,5.5,0.00021152,90
2000,2,16,14.5,0.0010408,33
2000,3,16,3.5,0.00037982,32
2000,4,16,0.5,5.96E-06,194
2001,1,16,24.5,0.00028409,131
2001,2,16,10.5,0.00011679,51
2001,3,16,6.5,0.00046263,26
2001,4,16,0,NaN,0
2002,1,16,44.665,0.00078052,202
2002,2,16,1,7.38E-05,54
2002,3,16,0,0,32
2002,4,16,0,NaN,0
2003,1,16,20.5,0.00031849,199
2003,2,16,4.5,0.00044552,22
2003,3,16,7.5,0.001676,17
2003,4,16,0,NaN,0
2004,1,16,19.5,0.00040407,152
2004,2,16,0,NaN,0
2004,3,16,0,0,1
2004,4,16,12,9.96E-05,321
2005,1,16,12.5,0.00031563,148
2005,2,16,10.5,0.00055457,42
2005,3,16,0,0,18
2005,4,16,0,NaN,0
2006,1,16,18.5,0.00038935,193
2006,2,16,20.5,0.00091669,62
2006,3,16,2.5,0.00037219,23
2006,4,16,3,1.80E-05,262
2007,1,16,18.5,0.00039574,181
2007,2,16,16.5,0.00080804,66
2007,3,16,6.5,0.00085528,38
2007,4,16,0,NaN,0
2008,1,16,19.5,0.00031849,221
2008,2,16,19.5,0.00072377,78
2008,3,16,15,0.0013714,41
2008,4,16,7.5,2.62E-05,353
2009,1,16,58,0.00061981,257
2009,2,16,31,0.00061462,107
2009,3,16,14,0.00062217,55
2009,4,16,0,NaN,0
2010,1,16,22,0.00040536,188
2010,2,16,15,0.00052649,68
2010,3,16,2,0.00013356,41
2010,4,16,6.5,3.87E-05,383
2011,1,16,3.5,5.13E-05,191
2011,2,16,1.5,4.36E-05,82
2011,3,16,0,0,44
2011,4,16,0,NaN,0
2012,1,16,34.5,0.00048248,223
2012,2,16,9,0.00028187,81
2012,3,16,2,0.0001561,28
2012,4,16,2,7.11E-06,421
2014,1,16,0,0,25
2014,2,16,14.5,0.00074403,43
2014,3,16,0,0,34
2014,4,16,4.5,1.36E-05,409
1999,1,17,16.5,0.0016651,44
1999,2,17,14.333,0.00084152,70
1999,3,17,1,0.00010527,34
1999,4,17,0,0,208
2000,1,17,8.5,0.0003269,90
2000,2,17,1.5,0.00010767,33
2000,3,17,0,0,32
2000,4,17,0,0,194
2001,1,17,1.5,1.74E-05,131
2001,2,17,3,3.34E-05,51
2001,3,17,0,0,26
2001,4,17,0,NaN,0
2002,1,17,10,0.00017475,202
2002,2,17,1,7.38E-05,54
2002,3,17,0,0,32
2002,4,17,0,NaN,0
2003,1,17,5,7.77E-05,199
2003,2,17,16.5,0.0016336,22
2003,3,17,0,0,17
2003,4,17,0,NaN,0
2004,1,17,3,6.22E-05,152
2004,2,17,0,NaN,0
2004,3,17,0,0,1
2004,4,17,0.5,4.15E-06,321
2005,1,17,1.5,3.79E-05,148
2005,2,17,0,0,42
2005,3,17,0,0,18
2005,4,17,0,NaN,0
2006,1,17,1.5,3.16E-05,193
2006,2,17,1,4.47E-05,62
2006,3,17,0,0,23
2006,4,17,0.5,3.01E-06,262
2007,1,17,0.5,1.07E-05,181
2007,2,17,2.5,0.00012243,66
2007,3,17,0,0,38
2007,4,17,0,NaN,0
2008,1,17,8,0.00013066,221
2008,2,17,1,3.71E-05,78
2008,3,17,0,0,41
2008,4,17,1,3.49E-06,353
2009,1,17,10,0.00010686,257
2009,2,17,1,1.98E-05,107
2009,3,17,0,0,55
2009,4,17,0,NaN,0
2010,1,17,0.5,9.21E-06,188
2010,2,17,0,0,68
2010,3,17,0,0,41
2010,4,17,2,1.19E-05,383
2011,1,17,0,0,191
2011,2,17,0.5,1.45E-05,82
2011,3,17,0,0,44
2011,4,17,0,NaN,0
2012,1,17,2.5,3.50E-05,223
2012,2,17,0,0,81
2012,3,17,0,0,28
2012,4,17,0.5,1.78E-06,421
2014,1,17,0,0,25
2014,2,17,1.5,7.70E-05,43
2014,3,17,0,0,34
2014,4,17,4.5,1.36E-05,409
1999,1,18,1,0.00010091,44
1999,2,18,1,5.87E-05,70
1999,3,18,0.5,5.26E-05,34
1999,4,18,0,0,208
2000,1,18,1.5,5.77E-05,90
2000,2,18,0,0,33
2000,3,18,0,0,32
2000,4,18,1.5,1.79E-05,194
2001,1,18,1.5,1.74E-05,131
2001,2,18,0.5,5.56E-06,51
2001,3,18,0,0,26
2001,4,18,0,NaN,0
2002,1,18,1.5,2.62E-05,202
2002,2,18,1,7.38E-05,54
2002,3,18,0,0,32
2002,4,18,0,NaN,0
2003,1,18,2,3.11E-05,199
2003,2,18,0,0,22
2003,3,18,0,0,17
2003,4,18,0,NaN,0
2004,1,18,0,0,152
2004,2,18,0,NaN,0
2004,3,18,0,0,1
2004,4,18,3,2.49E-05,321
2005,1,18,1,2.53E-05,148
2005,2,18,0,0,42
2005,3,18,0,0,18
2005,4,18,0,NaN,0
2006,1,18,2,4.21E-05,193
2006,2,18,0,0,62
2006,3,18,0,0,23
2006,4,18,2,1.20E-05,262
2007,1,18,1.5,3.21E-05,181
2007,2,18,0,0,66
2007,3,18,0,0,38
2007,4,18,0,NaN,0
2008,1,18,0,0,221
2008,2,18,0,0,78
2008,3,18,0,0,41
2008,4,18,9,3.14E-05,353
2009,1,18,0,0,257
2009,2,18,0,0,107
2009,3,18,0,0,55
2009,4,18,0,NaN,0
2010,1,18,0.5,9.21E-06,188
2010,2,18,0,0,68
2010,3,18,0.5,3.34E-05,41
2010,4,18,1.5,8.93E-06,383
2011,1,18,4,5.87E-05,191
2011,2,18,0,0,82
2011,3,18,0,0,44
2011,4,18,0,NaN,0
2012,1,18,1.5,2.10E-05,223
2012,2,18,0.5,1.57E-05,81
2012,3,18,0,0,28
2012,4,18,2.5,8.89E-06,421
2014,1,18,0,0,25
2014,2,18,0.5,2.57E-05,43
2014,3,18,0,0,34
2014,4,18,2.5,7.53E-06,409
1999,1,19,0.333,3.36E-05,44
1999,2,19,3.833,0.00022504,70
1999,3,19,0,0,34
1999,4,19,2,2.78E-05,208
2000,1,19,2,7.69E-05,90
2000,2,19,1,7.18E-05,33
2000,3,19,1.5,0.00016278,32
2000,4,19,1.5,1.79E-05,194
2001,1,19,15.5,0.00017973,131
2001,2,19,4.5,5.01E-05,51
2001,3,19,0,0,26
2001,4,19,0,NaN,0
2002,1,19,4,6.99E-05,202
2002,2,19,0.5,3.69E-05,54
2002,3,19,0,0,32
2002,4,19,0,NaN,0
2003,1,19,1.5,2.33E-05,199
2003,2,19,1,9.90E-05,22
2003,3,19,0.5,0.00011173,17
2003,4,19,0,NaN,0
2004,1,19,1.5,3.11E-05,152
2004,2,19,0,NaN,0
2004,3,19,0,0,1
2004,4,19,2.5,2.07E-05,321
2005,1,19,1,2.53E-05,148
2005,2,19,0.5,2.64E-05,42
2005,3,19,1,0.0002157,18
2005,4,19,0,NaN,0
2006,1,19,2,4.21E-05,193
2006,2,19,0.5,2.24E-05,62
2006,3,19,0,0,23
2006,4,19,8,4.81E-05,262
2007,1,19,4.5,9.63E-05,181
2007,2,19,0.5,2.45E-05,66
2007,3,19,0,0,38
2007,4,19,0,NaN,0
2008,1,19,8,0.00013066,221
2008,2,19,0.5,1.86E-05,78
2008,3,19,0.5,4.57E-05,41
2008,4,19,8,2.79E-05,353
2009,1,19,3.5,3.74E-05,257
2009,2,19,0.5,9.91E-06,107
2009,3,19,0,0,55
2009,4,19,0,NaN,0
2010,1,19,2,3.69E-05,188
2010,2,19,0.5,1.76E-05,68
2010,3,19,0,0,41
2010,4,19,2.5,1.49E-05,383
2011,1,19,2.5,3.67E-05,191
2011,2,19,1.5,4.36E-05,82
2011,3,19,0.5,2.92E-05,44
2011,4,19,0,NaN,0
2012,1,19,7.5,0.00010489,223
2012,2,19,1,3.13E-05,81
2012,3,19,0,0,28
2012,4,19,2.5,8.89E-06,421
2014,1,19,0,0,25
2014,2,19,1,5.13E-05,43
2014,3,19,0,0,34
2014,4,19,3,9.04E-06,409
1999,1,20,1.333,0.00013452,44
1999,2,20,16,0.00093939,70
1999,3,20,0,0,34
1999,4,20,16,0.00022252,208
2000,1,20,0,0,90
2000,2,20,1.5,0.00010767,33
2000,3,20,0,0,32
2000,4,20,38.5,0.00045913,194
2001,1,20,3,3.48E-05,131
2001,2,20,0.5,5.56E-06,51
2001,3,20,0.5,3.56E-05,26
2001,4,20,0,NaN,0
2002,1,20,8.5,0.00014854,202
2002,2,20,0,0,54
2002,3,20,0,0,32
2002,4,20,0,NaN,0
2003,1,20,9.5,0.00014759,199
2003,2,20,0,0,22
2003,3,20,0,0,17
2003,4,20,0,NaN,0
2004,1,20,4.5,9.32E-05,152
2004,2,20,0,NaN,0
2004,3,20,0,0,1
2004,4,20,32.5,0.0002697,321
2005,1,20,2.5,6.31E-05,148
2005,2,20,0,0,42
2005,3,20,0,0,18
2005,4,20,0,NaN,0
2006,1,20,9.5,0.00019994,193
2006,2,20,0.5,2.24E-05,62
2006,3,20,0,0,23
2006,4,20,24.5,0.0001474,262
2007,1,20,6.5,0.00013904,181
2007,2,20,0.5,2.45E-05,66
2007,3,20,1,0.00013158,38
2007,4,20,0,NaN,0
2008,1,20,7.5,0.0001225,221
2008,2,20,6,0.0002227,78
2008,3,20,0.5,4.57E-05,41
2008,4,20,24,8.38E-05,353
2009,1,20,114,0.0012182,257
2009,2,20,4,7.93E-05,107
2009,3,20,0.5,2.22E-05,55
2009,4,20,0,NaN,0
2010,1,20,3.5,6.45E-05,188
2010,2,20,6,0.00021059,68
2010,3,20,1.5,0.00010017,41
2010,4,20,28.5,0.00016963,383
2011,1,20,12.5,0.00018337,191
2011,2,20,0,0,82
2011,3,20,0.5,2.92E-05,44
2011,4,20,0,NaN,0
2012,1,20,6,8.39E-05,223
2012,2,20,15.5,0.00048544,81
2012,3,20,0,0,28
2012,4,20,135,0.0004798,421
2014,1,20,2,0.00024787,25
2014,2,20,7,0.00035918,43
2014,3,20,0,0,34
2014,4,20,68,0.00020482,409
1999,1,21,0,0,44
1999,2,21,0,0,70
1999,3,21,0,0,34
1999,4,21,0,0,208
2000,1,21,0,0,90
2000,2,21,0,0,33
2000,3,21,0,0,32
2000,4,21,0,0,194
2001,1,21,0,0,131
2001,2,21,0,0,51
2001,3,21,0,0,26
2001,4,21,0,NaN,0
2002,1,21,0,0,202
2002,2,21,0,0,54
2002,3,21,0,0,32
2002,4,21,0,NaN,0
2003,1,21,0.666,1.03E-05,199
2003,2,21,5,0.00049502,22
2003,3,21,0,0,17
2003,4,21,0,NaN,0
2004,1,21,4,8.29E-05,152
2004,2,21,0,NaN,0
2004,3,21,0,0,1
2004,4,21,1.5,1.24E-05,321
2005,1,21,0,0,148
2005,2,21,0,0,42
2005,3,21,0,0,18
2005,4,21,0,NaN,0
2006,1,21,0,0,193
2006,2,21,0,0,62
2006,3,21,0,0,23
2006,4,21,0.5,3.01E-06,262
2007,1,21,0,0,181
2007,2,21,0,0,66
2007,3,21,0,0,38
2007,4,21,0,NaN,0
2008,1,21,0,0,221
2008,2,21,0,0,78
2008,3,21,0,0,41
2008,4,21,2,6.98E-06,353
2009,1,21,0,0,257
2009,2,21,0,0,107
2009,3,21,0,0,55
2009,4,21,0,NaN,0
2010,1,21,0,0,188
2010,2,21,0,0,68
2010,3,21,0,0,41
2010,4,21,1,5.95E-06,383
2011,1,21,3.5,5.13E-05,191
2011,2,21,0,0,82
2011,3,21,0,0,44
2011,4,21,0,NaN,0
2012,1,21,3.5,4.89E-05,223
2012,2,21,0,0,81
2012,3,21,0,0,28
2012,4,21,0,0,421
2014,1,21,0,0,25
2014,2,21,0,0,43
2014,3,21,0,0,34
2014,4,21,1,3.01E-06,409
1999,1,22,0.5,5.05E-05,44
1999,2,22,0,0,70
1999,3,22,0,0,34
1999,4,22,0.5,6.95E-06,208
2000,1,22,0,0,90
2000,2,22,1,7.18E-05,33
2000,3,22,1,0.00010852,32
2000,4,22,0,0,194
2001,1,22,0.5,5.80E-06,131
2001,2,22,1.5,1.67E-05,51
2001,3,22,0,0,26
2001,4,22,0,NaN,0
2002,1,22,1.5,2.62E-05,202
2002,2,22,0,0,54
2002,3,22,0,0,32
2002,4,22,0,NaN,0
2003,1,22,1.5,2.33E-05,199
2003,2,22,0,0,22
2003,3,22,0,0,17
2003,4,22,0,NaN,0
2004,1,22,0.5,1.04E-05,152
2004,2,22,0,NaN,0
2004,3,22,0,0,1
2004,4,22,0,0,321
2005,1,22,0.5,1.26E-05,148
2005,2,22,0,0,42
2005,3,22,0,0,18
2005,4,22,0,NaN,0
2006,1,22,0,0,193
2006,2,22,0,0,62
2006,3,22,0,0,23
2006,4,22,0,0,262
2007,1,22,0,0,181
2007,2,22,0,0,66
2007,3,22,0,0,38
2007,4,22,0,NaN,0
2008,1,22,0,0,221
2008,2,22,0,0,78
2008,3,22,0,0,41
2008,4,22,0,0,353
2009,1,22,1,1.07E-05,257
2009,2,22,3,5.95E-05,107
2009,3,22,0,0,55
2009,4,22,0,NaN,0
2010,1,22,0,0,188
2010,2,22,0,0,68
2010,3,22,0,0,41
2010,4,22,0,0,383
2011,1,22,0,0,191
2011,2,22,0,0,82
2011,3,22,0,0,44
2011,4,22,0,NaN,0
2012,1,22,0.5,6.99E-06,223
2012,2,22,1,3.13E-05,81
2012,3,22,0,0,28
2012,4,22,0,0,421
2014,1,22,0,0,25
2014,2,22,0,0,43
2014,3,22,0,0,34
2014,4,22,0,0,409
1999,1,23,1,0.00010091,44
1999,2,23,4,0.00023485,70
1999,3,23,0,0,34
1999,4,23,6.5,9.04E-05,208
2000,1,23,1.5,5.77E-05,90
2000,2,23,0.5,3.59E-05,33
2000,3,23,0,0,32
2000,4,23,5,5.96E-05,194
2001,1,23,3.5,4.06E-05,131
2001,2,23,0,0,51
2001,3,23,0,0,26
2001,4,23,0,NaN,0
2002,1,23,19.5,0.00034076,202
2002,2,23,0.5,3.69E-05,54
2002,3,23,0,0,32
2002,4,23,0,NaN,0
2003,1,23,5.5,8.54E-05,199
2003,2,23,2.5,0.00024751,22
2003,3,23,0,0,17
2003,4,23,0,NaN,0
2004,1,23,1.5,3.11E-05,152
2004,2,23,0,NaN,0
2004,3,23,0,0,1
2004,4,23,15.5,0.00012862,321
2005,1,23,8,0.00020201,148
2005,2,23,2,0.00010563,42
2005,3,23,1,0.0002157,18
2005,4,23,0,NaN,0
2006,1,23,4.5,9.47E-05,193
2006,2,23,3.5,0.00015651,62
2006,3,23,0.5,7.44E-05,23
2006,4,23,9.5,5.72E-05,262
2007,1,23,5.5,0.00011765,181
2007,2,23,4,0.00019589,66
2007,3,23,1,0.00013158,38
2007,4,23,0,NaN,0
2008,1,23,7.5,0.0001225,221
2008,2,23,5.5,0.00020414,78
2008,3,23,2.5,0.00022857,41
2008,4,23,15,5.24E-05,353
2009,1,23,11.5,0.00012289,257
2009,2,23,4.5,8.92E-05,107
2009,3,23,1.5,6.67E-05,55
2009,4,23,0,NaN,0
2010,1,23,3,5.53E-05,188
2010,2,23,7.5,0.00026324,68
2010,3,23,0.5,3.34E-05,41
2010,4,23,23,0.0001369,383
2011,1,23,12.5,0.00018337,191
2011,2,23,1.5,4.36E-05,82
2011,3,23,1.5,8.77E-05,44
2011,4,23,0,NaN,0
2012,1,23,15.5,0.00021676,223
2012,2,23,12,0.00037582,81
2012,3,23,0,0,28
2012,4,23,20.5,7.29E-05,421
2014,1,23,1.5,0.0001859,25
2014,2,23,2,0.00010262,43
2014,3,23,0.5,4.26E-05,34
2014,4,23,11,3.31E-05,409
1999,1,24,0,0,44
1999,2,24,0,0,70
1999,3,24,0,0,34
1999,4,24,0,0,208
2000,1,24,0,0,90
2000,2,24,0,0,33
2000,3,24,0,0,32
2000,4,24,0,0,194
2001,1,24,0,0,131
2001,2,24,2.5,2.78E-05,51
2001,3,24,0,0,26
2001,4,24,0,NaN,0
2002,1,24,0,0,202
2002,2,24,0,0,54
2002,3,24,0,0,32
2002,4,24,0,NaN,0
2003,1,24,0,0,199
2003,2,24,0,0,22
2003,3,24,0,0,17
2003,4,24,0,NaN,0
2004,1,24,0,0,152
2004,2,24,0,NaN,0
2004,3,24,0,0,1
2004,4,24,1,8.30E-06,321
2005,1,24,0,0,148
2005,2,24,0,0,42
2005,3,24,0,0,18
2005,4,24,0,NaN,0
2006,1,24,0,0,193
2006,2,24,0,0,62
2006,3,24,0,0,23
2006,4,24,0,0,262
2007,1,24,0,0,181
2007,2,24,0,0,66
2007,3,24,0,0,38
2007,4,24,0,NaN,0
2008,1,24,0,0,221
2008,2,24,0,0,78
2008,3,24,0,0,41
2008,4,24,0,0,353
2009,1,24,0,0,257
2009,2,24,0,0,107
2009,3,24,0,0,55
2009,4,24,0,NaN,0
2010,1,24,0,0,188
2010,2,24,0,0,68
2010,3,24,0,0,41
2010,4,24,0,0,383
2011,1,24,0,0,191
2011,2,24,0,0,82
2011,3,24,0,0,44
2011,4,24,0,NaN,0
2012,1,24,0,0,223
2012,2,24,0,0,81
2012,3,24,0,0,28
2012,4,24,0,0,421
2014,1,24,0,0,25
2014,2,24,0,0,43
2014,3,24,0,0,34
2014,4,24,0,0,409
1999,1,25,0,0,44
1999,2,25,0,0,70
1999,3,25,0,0,34
1999,4,25,0,0,208
2000,1,25,0,0,90
2000,2,25,5,0.00035891,33
2000,3,25,0,0,32
2000,4,25,0,0,194
2001,1,25,0,0,131
2001,2,25,0.5,5.56E-06,51
2001,3,25,0,0,26
2001,4,25,0,NaN,0
2002,1,25,0,0,202
2002,2,25,0,0,54
2002,3,25,0,0,32
2002,4,25,0,NaN,0
2003,1,25,0.5,7.77E-06,199
2003,2,25,0,0,22
2003,3,25,0,0,17
2003,4,25,0,NaN,0
2004,1,25,0,0,152
2004,2,25,0,NaN,0
2004,3,25,0,0,1
2004,4,25,9,7.47E-05,321
2005,1,25,0.5,1.26E-05,148
2005,2,25,4,0.00021127,42
2005,3,25,0,0,18
2005,4,25,0,NaN,0
2006,1,25,1,2.10E-05,193
2006,2,25,0,0,62
2006,3,25,0,0,23
2006,4,25,0,0,262
2007,1,25,0,0,181
2007,2,25,0,0,66
2007,3,25,0,0,38
2007,4,25,0,NaN,0
2008,1,25,0,0,221
2008,2,25,0,0,78
2008,3,25,0,0,41
2008,4,25,0,0,353
2009,1,25,0,0,257
2009,2,25,0,0,107
2009,3,25,0,0,55
2009,4,25,0,NaN,0
2010,1,25,15,0.00027638,188
2010,2,25,5,0.0001755,68
2010,3,25,0,0,41
2010,4,25,0,0,383
2011,1,25,0,0,191
2011,2,25,0,0,82
2011,3,25,0,0,44
2011,4,25,0,NaN,0
2012,1,25,40,0.00055939,223
2012,2,25,0,0,81
2012,3,25,0,0,28
2012,4,25,0,0,421
2014,1,25,0,0,25
2014,2,25,0,0,43
2014,3,25,1,8.52E-05,34
2014,4,25,0,0,409
1999,1,26,0,0,44
1999,2,26,0,0,70
1999,3,26,0,0,34
1999,4,26,2,2.78E-05,208
2000,1,26,0,0,90
2000,2,26,0,0,33
2000,3,26,1,0.00010852,32
2000,4,26,1.5,1.79E-05,194
2001,1,26,3.5,4.06E-05,131
2001,2,26,0,0,51
2001,3,26,0,0,26
2001,4,26,0,NaN,0
2002,1,26,0,0,202
2002,2,26,0,0,54
2002,3,26,0,0,32
2002,4,26,0,NaN,0
2003,1,26,1,1.55E-05,199
2003,2,26,0.5,4.95E-05,22
2003,3,26,0,0,17
2003,4,26,0,NaN,0
2004,1,26,0,0,152
2004,2,26,0,NaN,0
2004,3,26,0,0,1
2004,4,26,3,2.49E-05,321
2005,1,26,1,2.53E-05,148
2005,2,26,0.5,2.64E-05,42
2005,3,26,0,0,18
2005,4,26,0,NaN,0
2006,1,26,0.5,1.05E-05,193
2006,2,26,2,8.94E-05,62
2006,3,26,0,0,23
2006,4,26,7,4.21E-05,262
2007,1,26,4.5,9.63E-05,181
2007,2,26,2,9.79E-05,66
2007,3,26,0,0,38
2007,4,26,0,NaN,0
2008,1,26,1.5,2.45E-05,221
2008,2,26,0.5,1.86E-05,78
2008,3,26,0.5,4.57E-05,41
2008,4,26,28,9.78E-05,353
2009,1,26,1.5,1.60E-05,257
2009,2,26,0.5,9.91E-06,107
2009,3,26,2,8.89E-05,55
2009,4,26,0,NaN,0
2010,1,26,0.5,9.21E-06,188
2010,2,26,0.5,1.76E-05,68
2010,3,26,0,0,41
2010,4,26,2,1.19E-05,383
2011,1,26,0,0,191
2011,2,26,11.5,0.00033447,82
2011,3,26,0,0,44
2011,4,26,0,NaN,0
2012,1,26,1,1.40E-05,223
2012,2,26,1.5,4.70E-05,81
2012,3,26,0,0,28
2012,4,26,15,5.33E-05,421
2014,1,26,0,0,25
2014,2,26,4,0.00020525,43
2014,3,26,0,0,34
2014,4,26,6.5,1.96E-05,409
1999,1,27,0,0,44
1999,2,27,0,0,70
1999,3,27,0,0,34
1999,4,27,3,4.17E-05,208
2000,1,27,0,0,90
2000,2,27,0,0,33
2000,3,27,0,0,32
2000,4,27,2,2.39E-05,194
2001,1,27,0,0,131
2001,2,27,0,0,51
2001,3,27,0,0,26
2001,4,27,0,NaN,0
2002,1,27,0,0,202
2002,2,27,0,0,54
2002,3,27,0,0,32
2002,4,27,0,NaN,0
2003,1,27,0,0,199
2003,2,27,0,0,22
2003,3,27,0,0,17
2003,4,27,0,NaN,0
2004,1,27,1,2.07E-05,152
2004,2,27,0,NaN,0
2004,3,27,0,0,1
2004,4,27,5.5,4.56E-05,321
2005,1,27,0,0,148
2005,2,27,0,0,42
2005,3,27,0,0,18
2005,4,27,0,NaN,0
2006,1,27,1,2.10E-05,193
2006,2,27,0,0,62
2006,3,27,0,0,23
2006,4,27,7,4.21E-05,262
2007,1,27,0.5,1.07E-05,181
2007,2,27,1.5,7.35E-05,66
2007,3,27,0,0,38
2007,4,27,0,NaN,0
2008,1,27,0,0,221
2008,2,27,0,0,78
2008,3,27,0,0,41
2008,4,27,3.5,1.22E-05,353
2009,1,27,0,0,257
2009,2,27,0.5,9.91E-06,107
2009,3,27,0,0,55
2009,4,27,0,NaN,0
2010,1,27,0,0,188
2010,2,27,0,0,68
2010,3,27,0,0,41
2010,4,27,2.5,1.49E-05,383
2011,1,27,1,1.47E-05,191
2011,2,27,1,2.91E-05,82
2011,3,27,0,0,44
2011,4,27,0,NaN,0
2012,1,27,0.5,6.99E-06,223
2012,2,27,0,0,81
2012,3,27,0.5,3.90E-05,28
2012,4,27,6,2.13E-05,421
2014,1,27,0,0,25
2014,2,27,0,0,43
2014,3,27,0,0,34
2014,4,27,1,3.01E-06,409
1999,1,28,0,0,44
1999,2,28,0,0,70
1999,3,28,0,0,34
1999,4,28,0,0,208
2000,1,28,0,0,90
2000,2,28,0,0,33
2000,3,28,0,0,32
2000,4,28,0.5,5.96E-06,194
2001,1,28,0,0,131
2001,2,28,0,0,51
2001,3,28,0,0,26
2001,4,28,0,NaN,0
2002,1,28,0,0,202
2002,2,28,0,0,54
2002,3,28,0,0,32
2002,4,28,0,NaN,0
2003,1,28,0,0,199
2003,2,28,0,0,22
2003,3,28,0,0,17
2003,4,28,0,NaN,0
2004,1,28,0.5,1.04E-05,152
2004,2,28,0,NaN,0
2004,3,28,0,0,1
2004,4,28,0,0,321
2005,1,28,9,0.00022726,148
2005,2,28,0,0,42
2005,3,28,0,0,18
2005,4,28,0,NaN,0
2006,1,28,0,0,193
2006,2,28,0,0,62
2006,3,28,0,0,23
2006,4,28,0,0,262
2007,1,28,0,0,181
2007,2,28,0,0,66
2007,3,28,0,0,38
2007,4,28,0,NaN,0
2008,1,28,0,0,221
2008,2,28,0,0,78
2008,3,28,0,0,41
2008,4,28,0,0,353
2009,1,28,0,0,257
2009,2,28,0,0,107
2009,3,28,0,0,55
2009,4,28,0,NaN,0
2010,1,28,0,0,188
2010,2,28,0,0,68
2010,3,28,0,0,41
2010,4,28,0,0,383
2011,1,28,0,0,191
2011,2,28,0,0,82
2011,3,28,0,0,44
2011,4,28,0,NaN,0
2012,1,28,0,0,223
2012,2,28,0,0,81
2012,3,28,0,0,28
2012,4,28,0,0,421
2014,1,28,0,0,25
2014,2,28,0,0,43
2014,3,28,0,0,34
2014,4,28,0,0,409
1999,1,29,0,0,44
1999,2,29,0,0,70
1999,3,29,3,0.00031581,34
1999,4,29,1.5,2.09E-05,208
2000,1,29,2.5,9.61E-05,90
2000,2,29,3.5,0.00025124,33
2000,3,29,3.5,0.00037982,32
2000,4,29,1,1.19E-05,194
2001,1,29,23,0.0002667,131
2001,2,29,7,7.79E-05,51
2001,3,29,20,0.0014235,26
2001,4,29,0,NaN,0
2002,1,29,3.5,6.12E-05,202
2002,2,29,4,0.00029523,54
2002,3,29,3,0.00016508,32
2002,4,29,0,NaN,0
2003,1,29,2.5,3.88E-05,199
2003,2,29,0,0,22
2003,3,29,0.5,0.00011173,17
2003,4,29,0,NaN,0
2004,1,29,2.5,5.18E-05,152
2004,2,29,0,NaN,0
2004,3,29,0,0,1
2004,4,29,1.5,1.24E-05,321
2005,1,29,2,5.05E-05,148
2005,2,29,2,0.00010563,42
2005,3,29,1,0.0002157,18
2005,4,29,0,NaN,0
2006,1,29,2,4.21E-05,193
2006,2,29,0,0,62
2006,3,29,0,0,23
2006,4,29,5,3.01E-05,262
2007,1,29,8,0.00017113,181
2007,2,29,0.5,2.45E-05,66
2007,3,29,0.5,6.58E-05,38
2007,4,29,0,NaN,0
2008,1,29,0,0,221
2008,2,29,1.5,5.57E-05,78
2008,3,29,0,0,41
2008,4,29,0,0,353
2009,1,29,2.5,2.67E-05,257
2009,2,29,1,1.98E-05,107
2009,3,29,0,0,55
2009,4,29,0,NaN,0
2010,1,29,3,5.53E-05,188
2010,2,29,0,0,68
2010,3,29,0.5,3.34E-05,41
2010,4,29,3.5,2.08E-05,383
2011,1,29,1,1.47E-05,191
2011,2,29,0,0,82
2011,3,29,1,5.85E-05,44
2011,4,29,0,NaN,0
2012,1,29,1.5,2.10E-05,223
2012,2,29,0,0,81
2012,3,29,0,0,28
2012,4,29,23.5,8.35E-05,421
2014,1,29,0,0,25
2014,2,29,0,0,43
2014,3,29,1.5,0.00012785,34
2014,4,29,1,3.01E-06,409
1999,1,30,1,0.00010091,44
1999,2,30,0,0,70
1999,3,30,0,0,34
1999,4,30,7.5,0.00010431,208
2000,1,30,0,0,90
2000,2,30,0,0,33
2000,3,30,0,0,32
2000,4,30,1.5,1.79E-05,194
2001,1,30,0.5,5.80E-06,131
2001,2,30,0,0,51
2001,3,30,0,0,26
2001,4,30,0,NaN,0
2002,1,30,0,0,202
2002,2,30,1,7.38E-05,54
2002,3,30,0,0,32
2002,4,30,0,NaN,0
2003,1,30,0,0,199
2003,2,30,0.5,4.95E-05,22
2003,3,30,0,0,17
2003,4,30,0,NaN,0
2004,1,30,3,6.22E-05,152
2004,2,30,0,NaN,0
2004,3,30,0,0,1
2004,4,30,1.5,1.24E-05,321
2005,1,30,29,0.00073227,148
2005,2,30,0,0,42
2005,3,30,0,0,18
2005,4,30,0,NaN,0
2006,1,30,6.5,0.0001368,193
2006,2,30,13,0.00058132,62
2006,3,30,0,0,23
2006,4,30,10,6.02E-05,262
